word2vec,1,9.82
word2vec,2,9.78
word2vec,3,9.87
word2vec,4,9.55
word2vec,5,9.59
word2vec,6,9.72
word2vec,7,9.68
word2vec,8,9.61
word2vec,9,9.63
word2vec,10,9.61
word2vec,11,9.61
word2vec,12,9.64
word2vec,13,9.73
word2vec,14,9.73
word2vec,15,9.74
word2vec,16,9.69
word2vec,17,9.65
word2vec,18,9.84
word2vec,19,9.8
word2vec,20,9.69
word2vec,21,10.4
word2vec,22,9.78
word2vec,23,9.55
word2vec,24,9.59
word2vec,25,9.78
word2vec,26,10.22
word2vec,27,9.78
word2vec,28,9.79
word2vec,29,9.45
word2vec,30,9.53
word2vec,31,9.7
word2vec,32,9.5
word2vec,33,9.48
word2vec,34,9.62
word2vec,35,9.29
word2vec,36,9.15
word2vec,37,9.16
word2vec,38,9.22
word2vec,39,9.14
word2vec,40,9.12
word2vec,41,9.16
word2vec,42,9.14
word2vec,43,9.3
word2vec,44,9.15
word2vec,45,9.55
word2vec,46,9.52
word2vec,47,9.17
word2vec,48,9.63
word2vec,49,9.65
word2vec,50,9.63
glove,1,9.22
glove,2,9.07
glove,3,9.1
glove,4,9.31
glove,5,9.26
glove,6,9.23
glove,7,9.16
glove,8,9.23
glove,9,9.39
glove,10,9.17
glove,11,9.34
glove,12,9.22
glove,13,9.22
glove,14,9.22
glove,15,9.34
glove,16,9.14
glove,17,8.79
glove,18,8.87
glove,19,9.3
glove,20,9.31
glove,21,9.37
glove,22,9.26
glove,23,9.15
glove,24,9.23
glove,25,9.27
glove,26,9.18
glove,27,8.98
glove,28,8.92
glove,29,8.91
glove,30,9.04
glove,31,8.77
glove,32,9.07
glove,33,9.08
glove,34,9.27
glove,35,9.26
glove,36,9.31
glove,37,9.22
glove,38,9.25
glove,39,9.23
glove,40,9.31
glove,41,9.4
glove,42,9.26
glove,43,9.3
glove,44,9.22
glove,45,9.23
glove,46,9.36
glove,47,9.26
glove,48,9.39
glove,49,9.31
glove,50,9.23
fasttext,1,9.69
fasttext,2,9.78
fasttext,3,9.69
fasttext,4,9.74
fasttext,5,9.67
fasttext,6,9.72
fasttext,7,9.5
fasttext,8,9.68
fasttext,9,9.77
fasttext,10,9.65
fasttext,11,9.49
fasttext,12,9.46
fasttext,13,9.35
fasttext,14,8.8
fasttext,15,8.32
fasttext,16,8.6
fasttext,17,10.45
fasttext,18,9.73
fasttext,19,10.36
fasttext,20,11.51
fasttext,21,11.74
fasttext,22,11.43
fasttext,23,11.92
fasttext,24,12.99
fasttext,25,13.33
fasttext,26,18.89
fasttext,27,14.26
fasttext,28,13.45
fasttext,29,12.12
fasttext,30,11.96
fasttext,31,12.47
fasttext,32,12.06
fasttext,33,11.82
fasttext,34,11.47
fasttext,35,11.62
fasttext,36,11.18
fasttext,37,11.25
fasttext,38,11.64
fasttext,39,12.68
fasttext,40,11.51
fasttext,41,11.6
fasttext,42,12.18
fasttext,43,11.7
fasttext,44,11.16
fasttext,45,11.15
fasttext,46,10.96
fasttext,47,10.99
fasttext,48,11.1
fasttext,49,13.39
fasttext,50,12.87
bert,1,13.64
bert,2,13.33
bert,3,13.39
bert,4,14.22
bert,5,13.54
bert,6,14.69
bert,7,14.22
bert,8,13.57
bert,9,13.29
bert,10,13.28
bert,11,13.21
bert,12,13.29
bert,13,13.27
bert,14,13.51
bert,15,13.42
bert,16,13.23
bert,17,13.24
bert,18,13.18
bert,19,13.41
bert,20,13.36
bert,21,13.59
bert,22,13.31
bert,23,13.56
bert,24,13.17
bert,25,13.34
bert,26,13.08
bert,27,13.21
bert,28,13.2
bert,29,13.32
bert,30,13.31
bert,31,13.14
bert,32,13.15
bert,33,13.17
bert,34,13.39
bert,35,13.13
bert,36,14.58
bert,37,14.76
bert,38,13.5
bert,39,13.82
bert,40,13.5
bert,41,13.32
bert,42,13.41
bert,43,13.5
bert,44,13.25
bert,45,13
bert,46,13.17
bert,47,13.16
bert,48,13.27
bert,49,13.25
bert,50,13.15
sbert,1,13.04
sbert,2,13.61
sbert,3,13.32
sbert,4,13.32
sbert,5,13.52
sbert,6,12.98
sbert,7,13.27
sbert,8,13.48
sbert,9,13.4
sbert,10,13.26
sbert,11,13.29
sbert,12,13.13
sbert,13,13.94
sbert,14,13.26
sbert,15,13.31
sbert,16,13.57
sbert,17,13.38
sbert,18,13.67
sbert,19,13.3
sbert,20,13.27
sbert,21,13.31
sbert,22,12.22
sbert,23,13.28
sbert,24,12.63
sbert,25,13.53
sbert,26,14.05
sbert,27,12.97
sbert,28,12.7
sbert,29,13.61
sbert,30,13.44
sbert,31,13.86
sbert,32,13.56
sbert,33,13.33
sbert,34,13.34
sbert,35,13.51
sbert,36,13.81
sbert,37,13.39
sbert,38,14.71
sbert,39,14.83
sbert,40,13.25
sbert,41,13.77
sbert,42,13.91
sbert,43,13.52
sbert,44,13.77
sbert,45,13.6
sbert,46,13.69
sbert,47,13.8
sbert,48,14.09
sbert,49,13.71
sbert,50,13.81
simcse,1,13.18
simcse,2,13.52
simcse,3,13.31
simcse,4,13.39
simcse,5,13.73
simcse,6,13.46
simcse,7,13.48
simcse,8,13.45
simcse,9,13.46
simcse,10,13.33
simcse,11,13.37
simcse,12,13.28
simcse,13,13.7
simcse,14,13.85
simcse,15,13.39
simcse,16,13.66
simcse,17,14.18
simcse,18,13.73
simcse,19,15.79
simcse,20,12.08
simcse,21,12.85
simcse,22,10.56
simcse,23,10.49
simcse,24,10.39
simcse,25,9.71
simcse,26,9.74
simcse,27,10.12
simcse,28,10.43
simcse,29,10.21
simcse,30,10.77
simcse,31,10.21
simcse,32,11.43
simcse,33,10.08
simcse,34,10.81
simcse,35,10.38
simcse,36,10.11
simcse,37,10.63
simcse,38,10.04
simcse,39,9.31
simcse,40,9.52
simcse,41,9.58
simcse,42,9.61
simcse,43,9.58
simcse,44,9.62
simcse,45,9.72
simcse,46,9.67
simcse,47,9.65
simcse,48,9.72
simcse,49,10.24
simcse,50,10.37
llm,1,9.95
llm,2,10.56
llm,3,10.69
llm,4,10.69
llm,5,10.92
llm,6,10.57
llm,7,10.72
llm,8,10.84
llm,9,10.84
llm,10,10.75
llm,11,10.69
llm,12,10.61
llm,13,10.85
llm,14,10.61
llm,15,10.62
llm,16,10.75
llm,17,10.64
llm,18,10.63
llm,19,10.63
llm,20,10.55
llm,21,10.68
llm,22,10.69
llm,23,10.56
llm,24,10.76
llm,25,10.68
llm,26,10.79
llm,27,10.61
llm,28,10.72
llm,29,10.77
llm,30,10.79
llm,31,10.67
llm,32,10.66
llm,33,10.73
llm,34,10.75
llm,35,10.72
llm,36,10.67
llm,37,10.87
llm,38,10.65
llm,39,10.85
llm,40,10.7
llm,41,11.01
llm,42,10.58
llm,43,10.69
llm,44,10.87
llm,45,10.82
llm,46,10.79
llm,47,10.87
llm,48,10.63
llm,49,10.69
llm,50,10.69
